dat_site,LCT_shared,count,p_a
hdo 2020 7 19,Ophiodon elongatus,0,0
hdo 2020 7 19,Oxylebius pictus,0,0
hdo 2020 7 19,Pholis1,0,0
hdo 2020 7 19,Phytichthys chirus,0,0
hdo 2020 7 19,Platichthys stellatus,122,1
hdo 2020 7 19,Pleuronectidae1,2926,1
hdo 2020 7 19,Pleuronichthys coenosus,0,0
hdo 2020 7 19,Polypera greeni,0,0
hdo 2020 7 19,Rhacochilus vacca,0,0
hdo 2020 7 19,Rimicola muscarum,0,0
hdo 2020 7 19,Salvelinus malma,0,0
hdo 2020 7 19,Scorpaenichthys marmoratus,0,0
hdo 2020 7 19,Sebastes entomelas,0,0
hdo 2020 7 19,Sebastes nebulosus,0,0
hdo 2020 7 19,Sebastes1,0,0
hdo 2020 7 19,Sebastes2,588,1
hdo 2020 7 19,Synchirus gilli,0,0
hdo 2020 7 19,Syngnathus leptorhynchus,0,0
hdo 2020 7 19,Trichodon trichodon,0,0
hdo 2020 7 19,Xiphister1,170,1
kis1 2018 7 13,Ammodytes1,13241,1
kis1 2018 7 13,Amphistichus rhodoterus,0,0
kis1 2018 7 13,Anarrhichthys ocellatus,0,0
kis1 2018 7 13,Anoplarchus1,982,1
kis1 2018 7 13,Apodichthys flavidus,6388,1
kis1 2018 7 13,Artedius1,957,1
kis1 2018 7 13,Ascelichthys rhodorus,234,1
kis1 2018 7 13,Aulorhynchus flavidus,0,0
kis1 2018 7 13,Blepsias cirrhosus,0,0
kis1 2018 7 13,Brachyistius frenatus,0,0
kis1 2018 7 13,Citharichthys1,59,1
kis1 2018 7 13,Clevelandia ios,0,0
kis1 2018 7 13,Clinocottus globiceps,0,0
kis1 2018 7 13,Clupea pallasii,18223,1
kis1 2018 7 13,Cottus asper,0,0
kis1 2018 7 13,Cottus1,0,0
kis1 2018 7 13,Cymatogaster aggregata,5016,1
kis1 2018 7 13,Embiotoca lateralis,0,0
kis1 2018 7 13,Engraulis mordax,0,0
kis1 2018 7 13,Enophrys bison,116,1
kis1 2018 7 13,Gadus chalcogrammus,0,0
kis1 2018 7 13,Gasterosteus aculeatus,0,0
kis1 2018 7 13,Gibbonsia montereyensis,0,0
kis1 2018 7 13,Gobiesox maeandricus,42,1
kis1 2018 7 13,Hemilepidotus hemilepidotus,656,1
kis1 2018 7 13,Hexagrammos decagrammus,1801,1
kis1 2018 7 13,Hexagrammos1,155,1
kis1 2018 7 13,Hippoglossus stenolepis,0,0
kis1 2018 7 13,Hydrolagus colliei,0,0
kis1 2018 7 13,Icosteus aenigmaticus,0,0
kis1 2018 7 13,Jordania zonope,0,0
kis1 2018 7 13,Lepidopsetta1,0,0
kis1 2018 7 13,Leptocottus armatus,0,0
kis1 2018 7 13,Liparis cyclopus,0,0
kis1 2018 7 13,Liparis florae,0,0
kis1 2018 7 13,Liparis mucosus,0,0
kis1 2018 7 13,Lumpenus sagitta,0,0
kis1 2018 7 13,Merluccius productus,0,0
kis1 2018 7 13,Microgadus proximus,0,0
kis1 2018 7 13,Microstomus pacificus,0,0
kis1 2018 7 13,Mola mola,0,0
kis1 2018 7 13,Myoxocephalus1,0,0
kis1 2018 7 13,Nautichthys oculofasciatus,0,0
kis1 2018 7 13,Oligocottus1,102,1
kis1 2018 7 13,Oncorhynchus clarkii,0,0
kis1 2018 7 13,Oncorhynchus gorbuscha,32,1
kis1 2018 7 13,Oncorhynchus keta,2483,1
kis1 2018 7 13,Oncorhynchus kisutch,0,0
kis1 2018 7 13,Oncorhynchus mykiss,0,0
kis1 2018 7 13,Oncorhynchus tshawytscha,259,1
kis1 2018 7 13,Ophiodon elongatus,0,0
kis1 2018 7 13,Oxylebius pictus,0,0
kis1 2018 7 13,Pholis1,2859,1
kis1 2018 7 13,Phytichthys chirus,0,0
kis1 2018 7 13,Platichthys stellatus,80,1
kis1 2018 7 13,Pleuronectidae1,0,0
kis1 2018 7 13,Pleuronichthys coenosus,1474,1
kis1 2018 7 13,Polypera greeni,0,0
kis1 2018 7 13,Rhacochilus vacca,723,1
kis1 2018 7 13,Rimicola muscarum,91,1
kis1 2018 7 13,Salvelinus malma,0,0
kis1 2018 7 13,Scorpaenichthys marmoratus,462,1
kis1 2018 7 13,Sebastes entomelas,0,0
kis1 2018 7 13,Sebastes nebulosus,0,0
kis1 2018 7 13,Sebastes1,538,1
kis1 2018 7 13,Sebastes2,4207,1
kis1 2018 7 13,Synchirus gilli,736,1
kis1 2018 7 13,Syngnathus leptorhynchus,0,0
kis1 2018 7 13,Trichodon trichodon,0,0
kis1 2018 7 13,Xiphister1,915,1
kis1 2019 8 1,Ammodytes1,7870,1
kis1 2019 8 1,Amphistichus rhodoterus,0,0
kis1 2019 8 1,Anarrhichthys ocellatus,710,1
kis1 2019 8 1,Anoplarchus1,1923,1
kis1 2019 8 1,Apodichthys flavidus,0,0
kis1 2019 8 1,Artedius1,3362,1
kis1 2019 8 1,Ascelichthys rhodorus,355,1
kis1 2019 8 1,Aulorhynchus flavidus,0,0
kis1 2019 8 1,Blepsias cirrhosus,0,0
kis1 2019 8 1,Brachyistius frenatus,0,0
kis1 2019 8 1,Citharichthys1,0,0
kis1 2019 8 1,Clevelandia ios,0,0
kis1 2019 8 1,Clinocottus globiceps,0,0
kis1 2019 8 1,Clupea pallasii,10259,1
kis1 2019 8 1,Cottus asper,0,0
kis1 2019 8 1,Cottus1,0,0
kis1 2019 8 1,Cymatogaster aggregata,7312,1
kis1 2019 8 1,Embiotoca lateralis,652,1
kis1 2019 8 1,Engraulis mordax,0,0
kis1 2019 8 1,Enophrys bison,0,0
kis1 2019 8 1,Gadus chalcogrammus,0,0
kis1 2019 8 1,Gasterosteus aculeatus,0,0
kis1 2019 8 1,Gibbonsia montereyensis,0,0
kis1 2019 8 1,Gobiesox maeandricus,433,1
kis1 2019 8 1,Hemilepidotus hemilepidotus,3288,1
kis1 2019 8 1,Hexagrammos decagrammus,5352,1
kis1 2019 8 1,Hexagrammos1,1336,1
kis1 2019 8 1,Hippoglossus stenolepis,0,0
kis1 2019 8 1,Hydrolagus colliei,0,0
kis1 2019 8 1,Icosteus aenigmaticus,0,0
kis1 2019 8 1,Jordania zonope,0,0
kis1 2019 8 1,Lepidopsetta1,0,0
kis1 2019 8 1,Leptocottus armatus,0,0
kis1 2019 8 1,Liparis cyclopus,0,0
kis1 2019 8 1,Liparis florae,0,0
kis1 2019 8 1,Liparis mucosus,0,0
kis1 2019 8 1,Lumpenus sagitta,0,0
kis1 2019 8 1,Merluccius productus,0,0
kis1 2019 8 1,Microgadus proximus,0,0
kis1 2019 8 1,Microstomus pacificus,0,0
kis1 2019 8 1,Mola mola,0,0
kis1 2019 8 1,Myoxocephalus1,0,0
kis1 2019 8 1,Nautichthys oculofasciatus,0,0
kis1 2019 8 1,Oligocottus1,0,0
kis1 2019 8 1,Oncorhynchus clarkii,0,0
kis1 2019 8 1,Oncorhynchus gorbuscha,259,1
kis1 2019 8 1,Oncorhynchus keta,113,1
kis1 2019 8 1,Oncorhynchus kisutch,0,0
kis1 2019 8 1,Oncorhynchus mykiss,0,0
kis1 2019 8 1,Oncorhynchus tshawytscha,245,1
kis1 2019 8 1,Ophiodon elongatus,0,0
kis1 2019 8 1,Oxylebius pictus,0,0
kis1 2019 8 1,Pholis1,4283,1
kis1 2019 8 1,Phytichthys chirus,0,0
kis1 2019 8 1,Platichthys stellatus,144,1
kis1 2019 8 1,Pleuronectidae1,0,0
kis1 2019 8 1,Pleuronichthys coenosus,403,1
kis1 2019 8 1,Polypera greeni,0,0
kis1 2019 8 1,Rhacochilus vacca,515,1
kis1 2019 8 1,Rimicola muscarum,0,0
kis1 2019 8 1,Salvelinus malma,0,0
kis1 2019 8 1,Scorpaenichthys marmoratus,0,0
kis1 2019 8 1,Sebastes entomelas,843,1
kis1 2019 8 1,Sebastes nebulosus,0,0
kis1 2019 8 1,Sebastes1,2353,1
kis1 2019 8 1,Sebastes2,7191,1
kis1 2019 8 1,Synchirus gilli,122,1
kis1 2019 8 1,Syngnathus leptorhynchus,0,0
kis1 2019 8 1,Trichodon trichodon,0,0
kis1 2019 8 1,Xiphister1,2084,1
kis1 2020 7 24,Ammodytes1,597,1
kis1 2020 7 24,Amphistichus rhodoterus,0,0
kis1 2020 7 24,Anarrhichthys ocellatus,0,0
kis1 2020 7 24,Anoplarchus1,1119,1
kis1 2020 7 24,Apodichthys flavidus,1709,1
kis1 2020 7 24,Artedius1,486,1
kis1 2020 7 24,Ascelichthys rhodorus,0,0
kis1 2020 7 24,Aulorhynchus flavidus,0,0
kis1 2020 7 24,Blepsias cirrhosus,505,1
kis1 2020 7 24,Brachyistius frenatus,0,0
kis1 2020 7 24,Citharichthys1,661,1
kis1 2020 7 24,Clevelandia ios,0,0
kis1 2020 7 24,Clinocottus globiceps,0,0
kis1 2020 7 24,Clupea pallasii,6923,1
kis1 2020 7 24,Cottus asper,0,0
kis1 2020 7 24,Cottus1,0,0
kis1 2020 7 24,Cymatogaster aggregata,12685,1
kis1 2020 7 24,Embiotoca lateralis,0,0
kis1 2020 7 24,Engraulis mordax,0,0
kis1 2020 7 24,Enophrys bison,2764,1
kis1 2020 7 24,Gadus chalcogrammus,0,0
kis1 2020 7 24,Gasterosteus aculeatus,0,0
kis1 2020 7 24,Gibbonsia montereyensis,0,0
kis1 2020 7 24,Gobiesox maeandricus,587,1
kis1 2020 7 24,Hemilepidotus hemilepidotus,546,1
kis1 2020 7 24,Hexagrammos decagrammus,14945,1
kis1 2020 7 24,Hexagrammos1,811,1
kis1 2020 7 24,Hippoglossus stenolepis,0,0
kis1 2020 7 24,Hydrolagus colliei,0,0
kis1 2020 7 24,Icosteus aenigmaticus,0,0
kis1 2020 7 24,Jordania zonope,0,0
kis1 2020 7 24,Lepidopsetta1,0,0
kis1 2020 7 24,Leptocottus armatus,412,1
kis1 2020 7 24,Liparis cyclopus,0,0
kis1 2020 7 24,Liparis florae,50,1
kis1 2020 7 24,Liparis mucosus,0,0
kis1 2020 7 24,Lumpenus sagitta,0,0
kis1 2020 7 24,Merluccius productus,0,0
kis1 2020 7 24,Microgadus proximus,0,0
kis1 2020 7 24,Microstomus pacificus,0,0
kis1 2020 7 24,Mola mola,0,0
kis1 2020 7 24,Myoxocephalus1,0,0
kis1 2020 7 24,Nautichthys oculofasciatus,0,0
kis1 2020 7 24,Oligocottus1,61,1
kis1 2020 7 24,Oncorhynchus clarkii,0,0
kis1 2020 7 24,Oncorhynchus gorbuscha,219,1
kis1 2020 7 24,Oncorhynchus keta,0,0
kis1 2020 7 24,Oncorhynchus kisutch,0,0
kis1 2020 7 24,Oncorhynchus mykiss,0,0
kis1 2020 7 24,Oncorhynchus tshawytscha,84,1
kis1 2020 7 24,Ophiodon elongatus,0,0
kis1 2020 7 24,Oxylebius pictus,306,1
kis1 2020 7 24,Pholis1,8419,1
kis1 2020 7 24,Phytichthys chirus,0,0
kis1 2020 7 24,Platichthys stellatus,191,1
kis1 2020 7 24,Pleuronectidae1,162,1
kis1 2020 7 24,Pleuronichthys coenosus,795,1
kis1 2020 7 24,Polypera greeni,0,0
kis1 2020 7 24,Rhacochilus vacca,883,1
kis1 2020 7 24,Rimicola muscarum,0,0
kis1 2020 7 24,Salvelinus malma,0,0
kis1 2020 7 24,Scorpaenichthys marmoratus,0,0
kis1 2020 7 24,Sebastes entomelas,0,0
kis1 2020 7 24,Sebastes nebulosus,0,0
kis1 2020 7 24,Sebastes1,2260,1
kis1 2020 7 24,Sebastes2,6748,1
kis1 2020 7 24,Synchirus gilli,0,0
kis1 2020 7 24,Syngnathus leptorhynchus,0,0
kis1 2020 7 24,Trichodon trichodon,0,0
kis1 2020 7 24,Xiphister1,1569,1
kis2 2018 7 13,Ammodytes1,21620,1
kis2 2018 7 13,Amphistichus rhodoterus,0,0
kis2 2018 7 13,Anarrhichthys ocellatus,0,0
kis2 2018 7 13,Anoplarchus1,557,1
kis2 2018 7 13,Apodichthys flavidus,1278,1
kis2 2018 7 13,Artedius1,904,1
kis2 2018 7 13,Ascelichthys rhodorus,0,0
kis2 2018 7 13,Aulorhynchus flavidus,141,1
kis2 2018 7 13,Blepsias cirrhosus,0,0
kis2 2018 7 13,Brachyistius frenatus,0,0
kis2 2018 7 13,Citharichthys1,125,1
kis2 2018 7 13,Clevelandia ios,0,0
kis2 2018 7 13,Clinocottus globiceps,0,0
kis2 2018 7 13,Clupea pallasii,32233,1
kis2 2018 7 13,Cottus asper,0,0
kis2 2018 7 13,Cottus1,0,0
kis2 2018 7 13,Cymatogaster aggregata,2417,1
kis2 2018 7 13,Embiotoca lateralis,75,1
kis2 2018 7 13,Engraulis mordax,0,0
kis2 2018 7 13,Enophrys bison,295,1
kis2 2018 7 13,Gadus chalcogrammus,141,1
kis2 2018 7 13,Gasterosteus aculeatus,0,0
kis2 2018 7 13,Gibbonsia montereyensis,0,0
kis2 2018 7 13,Gobiesox maeandricus,429,1
kis2 2018 7 13,Hemilepidotus hemilepidotus,460,1
kis2 2018 7 13,Hexagrammos decagrammus,458,1
kis2 2018 7 13,Hexagrammos1,265,1
kis2 2018 7 13,Hippoglossus stenolepis,0,0
kis2 2018 7 13,Hydrolagus colliei,0,0
kis2 2018 7 13,Icosteus aenigmaticus,0,0
kis2 2018 7 13,Jordania zonope,0,0
kis2 2018 7 13,Lepidopsetta1,0,0
kis2 2018 7 13,Leptocottus armatus,0,0
kis2 2018 7 13,Liparis cyclopus,0,0
kis2 2018 7 13,Liparis florae,0,0
kis2 2018 7 13,Liparis mucosus,0,0
kis2 2018 7 13,Lumpenus sagitta,0,0
kis2 2018 7 13,Merluccius productus,0,0
kis2 2018 7 13,Microgadus proximus,0,0
kis2 2018 7 13,Microstomus pacificus,0,0
kis2 2018 7 13,Mola mola,0,0
kis2 2018 7 13,Myoxocephalus1,0,0
kis2 2018 7 13,Nautichthys oculofasciatus,0,0
kis2 2018 7 13,Oligocottus1,390,1
kis2 2018 7 13,Oncorhynchus clarkii,0,0
kis2 2018 7 13,Oncorhynchus gorbuscha,45,1
kis2 2018 7 13,Oncorhynchus keta,51,1
kis2 2018 7 13,Oncorhynchus kisutch,0,0
kis2 2018 7 13,Oncorhynchus mykiss,0,0
kis2 2018 7 13,Oncorhynchus tshawytscha,0,0
kis2 2018 7 13,Ophiodon elongatus,0,0
kis2 2018 7 13,Oxylebius pictus,0,0
kis2 2018 7 13,Pholis1,1328,1
kis2 2018 7 13,Phytichthys chirus,0,0
kis2 2018 7 13,Platichthys stellatus,0,0
kis2 2018 7 13,Pleuronectidae1,0,0
kis2 2018 7 13,Pleuronichthys coenosus,67,1
kis2 2018 7 13,Polypera greeni,0,0
kis2 2018 7 13,Rhacochilus vacca,274,1
kis2 2018 7 13,Rimicola muscarum,0,0
kis2 2018 7 13,Salvelinus malma,0,0
kis2 2018 7 13,Scorpaenichthys marmoratus,0,0
kis2 2018 7 13,Sebastes entomelas,169,1
kis2 2018 7 13,Sebastes nebulosus,55,1
kis2 2018 7 13,Sebastes1,381,1
kis2 2018 7 13,Sebastes2,891,1
kis2 2018 7 13,Synchirus gilli,847,1
kis2 2018 7 13,Syngnathus leptorhynchus,0,0
kis2 2018 7 13,Trichodon trichodon,0,0
kis2 2018 7 13,Xiphister1,582,1
kis2 2019 8 1,Ammodytes1,0,0
kis2 2019 8 1,Amphistichus rhodoterus,0,0
kis2 2019 8 1,Anarrhichthys ocellatus,0,0
kis2 2019 8 1,Anoplarchus1,3050,1
kis2 2019 8 1,Apodichthys flavidus,931,1
kis2 2019 8 1,Artedius1,589,1
kis2 2019 8 1,Ascelichthys rhodorus,0,0
kis2 2019 8 1,Aulorhynchus flavidus,0,0
kis2 2019 8 1,Blepsias cirrhosus,0,0
kis2 2019 8 1,Brachyistius frenatus,834,1
kis2 2019 8 1,Citharichthys1,901,1
kis2 2019 8 1,Clevelandia ios,0,0
kis2 2019 8 1,Clinocottus globiceps,897,1
kis2 2019 8 1,Clupea pallasii,10358,1
kis2 2019 8 1,Cottus asper,0,0
kis2 2019 8 1,Cottus1,0,0
kis2 2019 8 1,Cymatogaster aggregata,16789,1
kis2 2019 8 1,Embiotoca lateralis,1273,1
kis2 2019 8 1,Engraulis mordax,0,0
kis2 2019 8 1,Enophrys bison,695,1
kis2 2019 8 1,Gadus chalcogrammus,0,0
kis2 2019 8 1,Gasterosteus aculeatus,324,1
kis2 2019 8 1,Gibbonsia montereyensis,0,0
kis2 2019 8 1,Gobiesox maeandricus,2275,1
kis2 2019 8 1,Hemilepidotus hemilepidotus,440,1
kis2 2019 8 1,Hexagrammos decagrammus,4520,1
kis2 2019 8 1,Hexagrammos1,0,0
kis2 2019 8 1,Hippoglossus stenolepis,0,0
kis2 2019 8 1,Hydrolagus colliei,0,0
kis2 2019 8 1,Icosteus aenigmaticus,0,0
kis2 2019 8 1,Jordania zonope,1180,1
kis2 2019 8 1,Lepidopsetta1,0,0
kis2 2019 8 1,Leptocottus armatus,0,0
kis2 2019 8 1,Liparis cyclopus,0,0
kis2 2019 8 1,Liparis florae,0,0
kis2 2019 8 1,Liparis mucosus,0,0
kis2 2019 8 1,Lumpenus sagitta,0,0
kis2 2019 8 1,Merluccius productus,0,0
kis2 2019 8 1,Microgadus proximus,0,0
kis2 2019 8 1,Microstomus pacificus,0,0
kis2 2019 8 1,Mola mola,0,0
kis2 2019 8 1,Myoxocephalus1,0,0
kis2 2019 8 1,Nautichthys oculofasciatus,0,0
kis2 2019 8 1,Oligocottus1,0,0
kis2 2019 8 1,Oncorhynchus clarkii,0,0
kis2 2019 8 1,Oncorhynchus gorbuscha,23,1
kis2 2019 8 1,Oncorhynchus keta,0,0
kis2 2019 8 1,Oncorhynchus kisutch,0,0
kis2 2019 8 1,Oncorhynchus mykiss,0,0
kis2 2019 8 1,Oncorhynchus tshawytscha,0,0
kis2 2019 8 1,Ophiodon elongatus,0,0
kis2 2019 8 1,Oxylebius pictus,958,1
kis2 2019 8 1,Pholis1,8152,1
kis2 2019 8 1,Phytichthys chirus,0,0
kis2 2019 8 1,Platichthys stellatus,319,1
kis2 2019 8 1,Pleuronectidae1,2,1
kis2 2019 8 1,Pleuronichthys coenosus,0,0
kis2 2019 8 1,Polypera greeni,0,0
kis2 2019 8 1,Rhacochilus vacca,971,1
kis2 2019 8 1,Rimicola muscarum,0,0
kis2 2019 8 1,Salvelinus malma,0,0
kis2 2019 8 1,Scorpaenichthys marmoratus,0,0
kis2 2019 8 1,Sebastes entomelas,0,0
kis2 2019 8 1,Sebastes nebulosus,0,0
kis2 2019 8 1,Sebastes1,3117,1
kis2 2019 8 1,Sebastes2,6368,1
kis2 2019 8 1,Synchirus gilli,0,0
kis2 2019 8 1,Syngnathus leptorhynchus,0,0
kis2 2019 8 1,Trichodon trichodon,0,0
kis2 2019 8 1,Xiphister1,0,0
kis2 2020 7 24,Ammodytes1,0,0
kis2 2020 7 24,Amphistichus rhodoterus,0,0
kis2 2020 7 24,Anarrhichthys ocellatus,0,0
kis2 2020 7 24,Anoplarchus1,586,1
kis2 2020 7 24,Apodichthys flavidus,617,1
kis2 2020 7 24,Artedius1,71,1
kis2 2020 7 24,Ascelichthys rhodorus,0,0
kis2 2020 7 24,Aulorhynchus flavidus,0,0
kis2 2020 7 24,Blepsias cirrhosus,0,0
kis2 2020 7 24,Brachyistius frenatus,391,1
kis2 2020 7 24,Citharichthys1,16,1
kis2 2020 7 24,Clevelandia ios,0,0
kis2 2020 7 24,Clinocottus globiceps,0,0
kis2 2020 7 24,Clupea pallasii,10562,1
kis2 2020 7 24,Cottus asper,0,0
kis2 2020 7 24,Cottus1,0,0
kis2 2020 7 24,Cymatogaster aggregata,4171,1
kis2 2020 7 24,Embiotoca lateralis,27917,1
kis2 2020 7 24,Engraulis mordax,961,1
kis2 2020 7 24,Enophrys bison,19,1
kis2 2020 7 24,Gadus chalcogrammus,0,0
kis2 2020 7 24,Gasterosteus aculeatus,419,1
kis2 2020 7 24,Gibbonsia montereyensis,0,0
kis2 2020 7 24,Gobiesox maeandricus,800,1
kis2 2020 7 24,Hemilepidotus hemilepidotus,0,0
kis2 2020 7 24,Hexagrammos decagrammus,2288,1
kis2 2020 7 24,Hexagrammos1,439,1
kis2 2020 7 24,Hippoglossus stenolepis,0,0
kis2 2020 7 24,Hydrolagus colliei,82,1
kis2 2020 7 24,Icosteus aenigmaticus,0,0
kis2 2020 7 24,Jordania zonope,0,0
kis2 2020 7 24,Lepidopsetta1,0,0
kis2 2020 7 24,Leptocottus armatus,78,1
kis2 2020 7 24,Liparis cyclopus,0,0
kis2 2020 7 24,Liparis florae,0,0
kis2 2020 7 24,Liparis mucosus,0,0
kis2 2020 7 24,Lumpenus sagitta,559,1
kis2 2020 7 24,Merluccius productus,0,0
kis2 2020 7 24,Microgadus proximus,0,0
kis2 2020 7 24,Microstomus pacificus,0,0
kis2 2020 7 24,Mola mola,0,0
kis2 2020 7 24,Myoxocephalus1,0,0
kis2 2020 7 24,Nautichthys oculofasciatus,0,0
kis2 2020 7 24,Oligocottus1,219,1
kis2 2020 7 24,Oncorhynchus clarkii,0,0
kis2 2020 7 24,Oncorhynchus gorbuscha,244,1
kis2 2020 7 24,Oncorhynchus keta,0,0
kis2 2020 7 24,Oncorhynchus kisutch,0,0
kis2 2020 7 24,Oncorhynchus mykiss,0,0
kis2 2020 7 24,Oncorhynchus tshawytscha,88,1
kis2 2020 7 24,Ophiodon elongatus,0,0
kis2 2020 7 24,Oxylebius pictus,656,1
kis2 2020 7 24,Pholis1,2406,1
kis2 2020 7 24,Phytichthys chirus,0,0
kis2 2020 7 24,Platichthys stellatus,0,0
kis2 2020 7 24,Pleuronectidae1,4,1
kis2 2020 7 24,Pleuronichthys coenosus,177,1
kis2 2020 7 24,Polypera greeni,0,0
kis2 2020 7 24,Rhacochilus vacca,0,0
kis2 2020 7 24,Rimicola muscarum,0,0
kis2 2020 7 24,Salvelinus malma,0,0
kis2 2020 7 24,Scorpaenichthys marmoratus,0,0
kis2 2020 7 24,Sebastes entomelas,0,0
kis2 2020 7 24,Sebastes nebulosus,0,0
kis2 2020 7 24,Sebastes1,2185,1
kis2 2020 7 24,Sebastes2,9293,1
kis2 2020 7 24,Synchirus gilli,0,0
kis2 2020 7 24,Syngnathus leptorhynchus,174,1
kis2 2020 7 24,Trichodon trichodon,0,0
kis2 2020 7 24,Xiphister1,1376,1
koe1 2018 7 18,Ammodytes1,35612,1
koe1 2018 7 18,Amphistichus rhodoterus,0,0
koe1 2018 7 18,Anarrhichthys ocellatus,0,0
koe1 2018 7 18,Anoplarchus1,29,1
koe1 2018 7 18,Apodichthys flavidus,0,0
koe1 2018 7 18,Artedius1,105,1
koe1 2018 7 18,Ascelichthys rhodorus,0,0
koe1 2018 7 18,Aulorhynchus flavidus,0,0
koe1 2018 7 18,Blepsias cirrhosus,0,0
koe1 2018 7 18,Brachyistius frenatus,0,0
koe1 2018 7 18,Citharichthys1,200,1
koe1 2018 7 18,Clevelandia ios,0,0
koe1 2018 7 18,Clinocottus globiceps,0,0
koe1 2018 7 18,Clupea pallasii,782,1
koe1 2018 7 18,Cottus asper,4344,1
koe1 2018 7 18,Cottus1,427,1
koe1 2018 7 18,Cymatogaster aggregata,18162,1
koe1 2018 7 18,Embiotoca lateralis,0,0
koe1 2018 7 18,Engraulis mordax,0,0
koe1 2018 7 18,Enophrys bison,0,0
koe1 2018 7 18,Gadus chalcogrammus,0,0
koe1 2018 7 18,Gasterosteus aculeatus,1037,1
koe1 2018 7 18,Gibbonsia montereyensis,0,0
koe1 2018 7 18,Gobiesox maeandricus,0,0
koe1 2018 7 18,Hemilepidotus hemilepidotus,0,0
koe1 2018 7 18,Hexagrammos decagrammus,0,0
koe1 2018 7 18,Hexagrammos1,0,0
koe1 2018 7 18,Hippoglossus stenolepis,0,0
koe1 2018 7 18,Hydrolagus colliei,0,0
koe1 2018 7 18,Icosteus aenigmaticus,0,0
koe1 2018 7 18,Jordania zonope,0,0
koe1 2018 7 18,Lepidopsetta1,0,0
koe1 2018 7 18,Leptocottus armatus,1872,1
koe1 2018 7 18,Liparis cyclopus,406,1
koe1 2018 7 18,Liparis florae,0,0
koe1 2018 7 18,Liparis mucosus,0,0
koe1 2018 7 18,Lumpenus sagitta,0,0
koe1 2018 7 18,Merluccius productus,0,0
koe1 2018 7 18,Microgadus proximus,0,0
koe1 2018 7 18,Microstomus pacificus,0,0
koe1 2018 7 18,Mola mola,0,0
koe1 2018 7 18,Myoxocephalus1,67,1
koe1 2018 7 18,Nautichthys oculofasciatus,0,0
koe1 2018 7 18,Oligocottus1,37,1
koe1 2018 7 18,Oncorhynchus clarkii,126,1
koe1 2018 7 18,Oncorhynchus gorbuscha,88,1
koe1 2018 7 18,Oncorhynchus keta,0,0
koe1 2018 7 18,Oncorhynchus kisutch,552,1
koe1 2018 7 18,Oncorhynchus mykiss,0,0
koe1 2018 7 18,Oncorhynchus tshawytscha,7,1
koe1 2018 7 18,Ophiodon elongatus,0,0
koe1 2018 7 18,Oxylebius pictus,0,0
koe1 2018 7 18,Pholis1,2708,1
koe1 2018 7 18,Phytichthys chirus,0,0
koe1 2018 7 18,Platichthys stellatus,3343,1
koe1 2018 7 18,Pleuronectidae1,376,1
koe1 2018 7 18,Pleuronichthys coenosus,0,0
koe1 2018 7 18,Polypera greeni,0,0
koe1 2018 7 18,Rhacochilus vacca,0,0
koe1 2018 7 18,Rimicola muscarum,0,0
koe1 2018 7 18,Salvelinus malma,640,1
koe1 2018 7 18,Scorpaenichthys marmoratus,0,0
koe1 2018 7 18,Sebastes entomelas,0,0
koe1 2018 7 18,Sebastes nebulosus,0,0
koe1 2018 7 18,Sebastes1,0,0
koe1 2018 7 18,Sebastes2,111,1
koe1 2018 7 18,Synchirus gilli,0,0
koe1 2018 7 18,Syngnathus leptorhynchus,188,1
koe1 2018 7 18,Trichodon trichodon,0,0
koe1 2018 7 18,Xiphister1,0,0
koe1 2019 8 4,Ammodytes1,6118,1
koe1 2019 8 4,Amphistichus rhodoterus,0,0
koe1 2019 8 4,Anarrhichthys ocellatus,23,1
koe1 2019 8 4,Anoplarchus1,48,1
koe1 2019 8 4,Apodichthys flavidus,0,0
koe1 2019 8 4,Artedius1,112,1
koe1 2019 8 4,Ascelichthys rhodorus,0,0
koe1 2019 8 4,Aulorhynchus flavidus,0,0
koe1 2019 8 4,Blepsias cirrhosus,0,0
koe1 2019 8 4,Brachyistius frenatus,0,0
koe1 2019 8 4,Citharichthys1,5,1
koe1 2019 8 4,Clevelandia ios,0,0
koe1 2019 8 4,Clinocottus globiceps,36,1
koe1 2019 8 4,Clupea pallasii,732,1
koe1 2019 8 4,Cottus asper,1282,1
koe1 2019 8 4,Cottus1,327,1
koe1 2019 8 4,Cymatogaster aggregata,5681,1
koe1 2019 8 4,Embiotoca lateralis,46,1
koe1 2019 8 4,Engraulis mordax,86,1
koe1 2019 8 4,Enophrys bison,97,1
koe1 2019 8 4,Gadus chalcogrammus,0,0
koe1 2019 8 4,Gasterosteus aculeatus,1312,1
koe1 2019 8 4,Gibbonsia montereyensis,0,0
koe1 2019 8 4,Gobiesox maeandricus,0,0
koe1 2019 8 4,Hemilepidotus hemilepidotus,0,0
koe1 2019 8 4,Hexagrammos decagrammus,222,1
koe1 2019 8 4,Hexagrammos1,119,1
koe1 2019 8 4,Hippoglossus stenolepis,0,0
koe1 2019 8 4,Hydrolagus colliei,0,0
koe1 2019 8 4,Icosteus aenigmaticus,0,0
koe1 2019 8 4,Jordania zonope,80,1
koe1 2019 8 4,Lepidopsetta1,0,0
koe1 2019 8 4,Leptocottus armatus,1362,1
koe1 2019 8 4,Liparis cyclopus,63,1
koe1 2019 8 4,Liparis florae,0,0
koe1 2019 8 4,Liparis mucosus,0,0
