site,Species,value,p_a
145-TW03,Merluccius productus,0,0
145-TW03,Microstomus pacificus,0,0
145-TW03,Myoxocephalus jaok,0,0
145-TW03,Nannobrachium regale,8617,1
145-TW03,Nannobrachium ritteri,0,0
145-TW03,Nautichthys oculofasciatus,0,0
145-TW03,Odontopyxis trispinosa,0,0
145-TW03,Oligocottus maculosus,0,0
145-TW03,Oligocottus snyderi,0,0
145-TW03,Oncorhynchus clarkii lewisi,0,0
145-TW03,Oncorhynchus gorbuscha,0,0
145-TW03,Oncorhynchus keta,0,0
145-TW03,Oncorhynchus kisutch,0,0
145-TW03,Oncorhynchus mykiss,0,0
145-TW03,Oncorhynchus nerka,0,0
145-TW03,Oncorhynchus tshawytscha,0,0
145-TW03,Ophiodon elongatus,0,0
145-TW03,Parophrys vetulus,0,0
145-TW03,Phanerodon vacca,6263,1
145-TW03,Pholis gunnellus,0,0
145-TW03,Pholis laeta,3501,1
145-TW03,Pholis ornata,0,0
145-TW03,Phytichthys chirus,0,0
145-TW03,Platichthys stellatus,0,0
145-TW03,Pleuronichthys coenosus,0,0
145-TW03,Poromitra cristiceps,0,0
145-TW03,Prosopium williamsoni,0,0
145-TW03,Rhinogobiops nicholsii,0,0
145-TW03,Rimicola muscarum,0,0
145-TW03,Salmo salar,0,0
145-TW03,Salvelinus malma,0,0
145-TW03,Sardinops sp.,0,0
145-TW03,Scorpaenichthys marmoratus,0,0
145-TW03,Sebastes sp.,0,0
145-TW03,Stenobrachius leucopsarus,0,0
145-TW03,Stenobrachius nannochir,0,0
145-TW03,Synchirus gilli,0,0
145-TW03,Syngnathus leptorhynchus,0,0
145-TW03,Thaleichthys pacificus,0,0
145-TW03,Trichodon trichodon,0,0
145-TW03,Xiphister atropurpureus,0,0
145-TW03,no identification,0,0
146-TW03,Agonomalus mozinoi,0,0
146-TW03,Albatrossia pectoralis,0,0
146-TW03,Ammodytes personatus,12052,1
146-TW03,Ammodytes sp.,0,0
146-TW03,Anarrhichthys ocellatus,0,0
146-TW03,Anoplarchus purpurescens,0,0
146-TW03,Anoplopoma fimbria,0,0
146-TW03,Apodichthys flavidus,3256,1
146-TW03,Artedius fenestralis,0,0
146-TW03,Artedius harringtoni,4939,1
146-TW03,Artedius lateralis,0,0
146-TW03,Ascelichthys rhodorus,0,0
146-TW03,Aulorhynchus flavidus,0,0
146-TW03,Bathylagus pacificus,0,0
146-TW03,Blepsias cirrhosus,0,0
146-TW03,Brachyistius frenatus,3108,1
146-TW03,Chauliodus macouni,0,0
146-TW03,Chitonotus pugetensis,0,0
146-TW03,Citharichthys sordidus,0,0
146-TW03,Citharichthys stigmaeus,0,0
146-TW03,Clinocottus embryum,0,0
146-TW03,Clinocottus globiceps,0,0
146-TW03,Clupea pallasii,25400,1
146-TW03,Coryphaenoides filifer,0,0
146-TW03,Cottus asper,0,0
146-TW03,Cottus cognatus,0,0
146-TW03,Cottus sp.,0,0
146-TW03,Cymatogaster aggregata,19529,1
146-TW03,Embiotoca lateralis,0,0
146-TW03,Engraulis mordax,8726,1
146-TW03,Enophrys bison,0,0
146-TW03,Gadus chalcogrammus,0,0
146-TW03,Gadus macrocephalus,0,0
146-TW03,Gasterosteus aculeatus,0,0
146-TW03,Gibbonsia montereyensis,0,0
146-TW03,Glyptocephalus zachirus,0,0
146-TW03,Gobiesox maeandricus,1400,1
146-TW03,Hemilepidotus hemilepidotus,0,0
146-TW03,Hemilepidotus spinosus,0,0
146-TW03,Hexagrammos decagrammus,0,0
146-TW03,Hexagrammos sp.,0,0
146-TW03,Hippoglossus stenolepis,0,0
146-TW03,Hydrolagus colliei,0,0
146-TW03,Icelinus borealis,0,0
146-TW03,Icosteus aenigmaticus,0,0
146-TW03,Jordania zonope,0,0
146-TW03,Lepidogobius lepidus,0,0
146-TW03,Lepidopsetta bilineata,0,0
146-TW03,Leptocottus armatus,0,0
146-TW03,Liparis florae,0,0
146-TW03,Liparis mucosus,0,0
146-TW03,Liparis pulchellus,0,0
146-TW03,Lipolagus ochotensis,0,0
146-TW03,Lumpenus sagitta,0,0
146-TW03,Lumpenus sp.,0,0
146-TW03,Merluccius productus,0,0
146-TW03,Microstomus pacificus,0,0
146-TW03,Myoxocephalus jaok,0,0
146-TW03,Nannobrachium regale,0,0
146-TW03,Nannobrachium ritteri,0,0
146-TW03,Nautichthys oculofasciatus,0,0
146-TW03,Odontopyxis trispinosa,0,0
146-TW03,Oligocottus maculosus,0,0
146-TW03,Oligocottus snyderi,0,0
146-TW03,Oncorhynchus clarkii lewisi,0,0
146-TW03,Oncorhynchus gorbuscha,0,0
146-TW03,Oncorhynchus keta,0,0
146-TW03,Oncorhynchus kisutch,335,1
146-TW03,Oncorhynchus mykiss,0,0
146-TW03,Oncorhynchus nerka,0,0
146-TW03,Oncorhynchus tshawytscha,4528,1
146-TW03,Ophiodon elongatus,0,0
146-TW03,Parophrys vetulus,0,0
146-TW03,Phanerodon vacca,0,0
146-TW03,Pholis gunnellus,0,0
146-TW03,Pholis laeta,0,0
146-TW03,Pholis ornata,4553,1
146-TW03,Phytichthys chirus,0,0
146-TW03,Platichthys stellatus,0,0
146-TW03,Pleuronichthys coenosus,0,0
146-TW03,Poromitra cristiceps,0,0
146-TW03,Prosopium williamsoni,0,0
146-TW03,Rhinogobiops nicholsii,0,0
146-TW03,Rimicola muscarum,0,0
146-TW03,Salmo salar,0,0
146-TW03,Salvelinus malma,0,0
146-TW03,Sardinops sp.,0,0
146-TW03,Scorpaenichthys marmoratus,0,0
146-TW03,Sebastes sp.,4031,1
146-TW03,Stenobrachius leucopsarus,4595,1
146-TW03,Stenobrachius nannochir,0,0
146-TW03,Synchirus gilli,0,0
146-TW03,Syngnathus leptorhynchus,0,0
146-TW03,Thaleichthys pacificus,0,0
146-TW03,Trichodon trichodon,0,0
146-TW03,Xiphister atropurpureus,0,0
146-TW03,no identification,0,0
147-ST01,Agonomalus mozinoi,0,0
147-ST01,Albatrossia pectoralis,0,0
147-ST01,Ammodytes personatus,0,0
147-ST01,Ammodytes sp.,0,0
147-ST01,Anarrhichthys ocellatus,0,0
147-ST01,Anoplarchus purpurescens,0,0
147-ST01,Anoplopoma fimbria,0,0
147-ST01,Apodichthys flavidus,0,0
147-ST01,Artedius fenestralis,0,0
147-ST01,Artedius harringtoni,0,0
147-ST01,Artedius lateralis,0,0
147-ST01,Ascelichthys rhodorus,0,0
147-ST01,Aulorhynchus flavidus,0,0
147-ST01,Bathylagus pacificus,0,0
147-ST01,Blepsias cirrhosus,0,0
147-ST01,Brachyistius frenatus,0,0
147-ST01,Chauliodus macouni,0,0
147-ST01,Chitonotus pugetensis,0,0
147-ST01,Citharichthys sordidus,0,0
147-ST01,Citharichthys stigmaeus,0,0
147-ST01,Clinocottus embryum,0,0
147-ST01,Clinocottus globiceps,0,0
147-ST01,Clupea pallasii,39,1
147-ST01,Coryphaenoides filifer,0,0
147-ST01,Cottus asper,0,0
147-ST01,Cottus cognatus,0,0
147-ST01,Cottus sp.,0,0
147-ST01,Cymatogaster aggregata,8,1
147-ST01,Embiotoca lateralis,0,0
147-ST01,Engraulis mordax,0,0
147-ST01,Enophrys bison,0,0
147-ST01,Gadus chalcogrammus,0,0
147-ST01,Gadus macrocephalus,0,0
147-ST01,Gasterosteus aculeatus,0,0
147-ST01,Gibbonsia montereyensis,0,0
147-ST01,Glyptocephalus zachirus,0,0
147-ST01,Gobiesox maeandricus,0,0
147-ST01,Hemilepidotus hemilepidotus,0,0
147-ST01,Hemilepidotus spinosus,0,0
147-ST01,Hexagrammos decagrammus,0,0
147-ST01,Hexagrammos sp.,0,0
147-ST01,Hippoglossus stenolepis,0,0
147-ST01,Hydrolagus colliei,0,0
147-ST01,Icelinus borealis,0,0
147-ST01,Icosteus aenigmaticus,0,0
147-ST01,Jordania zonope,0,0
147-ST01,Lepidogobius lepidus,0,0
147-ST01,Lepidopsetta bilineata,0,0
147-ST01,Leptocottus armatus,0,0
147-ST01,Liparis florae,0,0
147-ST01,Liparis mucosus,0,0
147-ST01,Liparis pulchellus,0,0
147-ST01,Lipolagus ochotensis,0,0
147-ST01,Lumpenus sagitta,0,0
147-ST01,Lumpenus sp.,0,0
147-ST01,Merluccius productus,0,0
147-ST01,Microstomus pacificus,0,0
147-ST01,Myoxocephalus jaok,0,0
147-ST01,Nannobrachium regale,0,0
147-ST01,Nannobrachium ritteri,0,0
147-ST01,Nautichthys oculofasciatus,0,0
147-ST01,Odontopyxis trispinosa,0,0
147-ST01,Oligocottus maculosus,0,0
147-ST01,Oligocottus snyderi,0,0
147-ST01,Oncorhynchus clarkii lewisi,0,0
147-ST01,Oncorhynchus gorbuscha,0,0
147-ST01,Oncorhynchus keta,0,0
147-ST01,Oncorhynchus kisutch,0,0
147-ST01,Oncorhynchus mykiss,0,0
147-ST01,Oncorhynchus nerka,0,0
147-ST01,Oncorhynchus tshawytscha,0,0
147-ST01,Ophiodon elongatus,0,0
147-ST01,Parophrys vetulus,0,0
147-ST01,Phanerodon vacca,0,0
147-ST01,Pholis gunnellus,0,0
147-ST01,Pholis laeta,0,0
147-ST01,Pholis ornata,0,0
147-ST01,Phytichthys chirus,0,0
147-ST01,Platichthys stellatus,0,0
147-ST01,Pleuronichthys coenosus,0,0
147-ST01,Poromitra cristiceps,0,0
147-ST01,Prosopium williamsoni,0,0
147-ST01,Rhinogobiops nicholsii,0,0
147-ST01,Rimicola muscarum,0,0
147-ST01,Salmo salar,0,0
147-ST01,Salvelinus malma,0,0
147-ST01,Sardinops sp.,0,0
147-ST01,Scorpaenichthys marmoratus,0,0
147-ST01,Sebastes sp.,0,0
147-ST01,Stenobrachius leucopsarus,0,0
147-ST01,Stenobrachius nannochir,0,0
147-ST01,Synchirus gilli,0,0
147-ST01,Syngnathus leptorhynchus,0,0
147-ST01,Thaleichthys pacificus,0,0
147-ST01,Trichodon trichodon,0,0
147-ST01,Xiphister atropurpureus,0,0
147-ST01,no identification,0,0
148-ST01,Agonomalus mozinoi,0,0
148-ST01,Albatrossia pectoralis,0,0
148-ST01,Ammodytes personatus,4786,1
148-ST01,Ammodytes sp.,0,0
148-ST01,Anarrhichthys ocellatus,0,0
148-ST01,Anoplarchus purpurescens,1704,1
148-ST01,Anoplopoma fimbria,0,0
148-ST01,Apodichthys flavidus,0,0
148-ST01,Artedius fenestralis,0,0
148-ST01,Artedius harringtoni,1136,1
148-ST01,Artedius lateralis,0,0
148-ST01,Ascelichthys rhodorus,0,0
148-ST01,Aulorhynchus flavidus,0,0
148-ST01,Bathylagus pacificus,0,0
148-ST01,Blepsias cirrhosus,178,1
148-ST01,Brachyistius frenatus,0,0
148-ST01,Chauliodus macouni,0,0
148-ST01,Chitonotus pugetensis,2776,1
148-ST01,Citharichthys sordidus,0,0
148-ST01,Citharichthys stigmaeus,0,0
148-ST01,Clinocottus embryum,0,0
148-ST01,Clinocottus globiceps,0,0
148-ST01,Clupea pallasii,23453,1
148-ST01,Coryphaenoides filifer,0,0
148-ST01,Cottus asper,6563,1
148-ST01,Cottus cognatus,0,0
148-ST01,Cottus sp.,0,0
148-ST01,Cymatogaster aggregata,14620,1
148-ST01,Embiotoca lateralis,0,0
148-ST01,Engraulis mordax,0,0
148-ST01,Enophrys bison,1649,1
148-ST01,Gadus chalcogrammus,4196,1
148-ST01,Gadus macrocephalus,0,0
148-ST01,Gasterosteus aculeatus,0,0
148-ST01,Gibbonsia montereyensis,0,0
148-ST01,Glyptocephalus zachirus,0,0
148-ST01,Gobiesox maeandricus,0,0
148-ST01,Hemilepidotus hemilepidotus,0,0
148-ST01,Hemilepidotus spinosus,0,0
148-ST01,Hexagrammos decagrammus,0,0
148-ST01,Hexagrammos sp.,0,0
148-ST01,Hippoglossus stenolepis,0,0
148-ST01,Hydrolagus colliei,2654,1
148-ST01,Icelinus borealis,0,0
148-ST01,Icosteus aenigmaticus,0,0
148-ST01,Jordania zonope,0,0
148-ST01,Lepidogobius lepidus,3578,1
148-ST01,Lepidopsetta bilineata,0,0
148-ST01,Leptocottus armatus,0,0
148-ST01,Liparis florae,0,0
148-ST01,Liparis mucosus,0,0
148-ST01,Liparis pulchellus,0,0
148-ST01,Lipolagus ochotensis,0,0
148-ST01,Lumpenus sagitta,0,0
148-ST01,Lumpenus sp.,0,0
148-ST01,Merluccius productus,0,0
148-ST01,Microstomus pacificus,0,0
148-ST01,Myoxocephalus jaok,0,0
148-ST01,Nannobrachium regale,0,0
148-ST01,Nannobrachium ritteri,0,0
148-ST01,Nautichthys oculofasciatus,0,0
148-ST01,Odontopyxis trispinosa,0,0
148-ST01,Oligocottus maculosus,0,0
148-ST01,Oligocottus snyderi,0,0
148-ST01,Oncorhynchus clarkii lewisi,0,0
148-ST01,Oncorhynchus gorbuscha,0,0
148-ST01,Oncorhynchus keta,4628,1
148-ST01,Oncorhynchus kisutch,0,0
148-ST01,Oncorhynchus mykiss,0,0
148-ST01,Oncorhynchus nerka,0,0
148-ST01,Oncorhynchus tshawytscha,0,0
148-ST01,Ophiodon elongatus,0,0
148-ST01,Parophrys vetulus,0,0
148-ST01,Phanerodon vacca,0,0
148-ST01,Pholis gunnellus,0,0
148-ST01,Pholis laeta,2402,1
148-ST01,Pholis ornata,0,0
148-ST01,Phytichthys chirus,0,0
148-ST01,Platichthys stellatus,0,0
148-ST01,Pleuronichthys coenosus,0,0
148-ST01,Poromitra cristiceps,0,0
148-ST01,Prosopium williamsoni,0,0
148-ST01,Rhinogobiops nicholsii,0,0
148-ST01,Rimicola muscarum,0,0
148-ST01,Salmo salar,0,0
148-ST01,Salvelinus malma,0,0
148-ST01,Sardinops sp.,0,0
148-ST01,Scorpaenichthys marmoratus,0,0
148-ST01,Sebastes sp.,0,0
148-ST01,Stenobrachius leucopsarus,1327,1
148-ST01,Stenobrachius nannochir,0,0
148-ST01,Synchirus gilli,0,0
148-ST01,Syngnathus leptorhynchus,0,0
148-ST01,Thaleichthys pacificus,0,0
148-ST01,Trichodon trichodon,0,0
148-ST01,Xiphister atropurpureus,0,0
148-ST01,no identification,0,0
149-ST01,Agonomalus mozinoi,0,0
149-ST01,Albatrossia pectoralis,0,0
149-ST01,Ammodytes personatus,10407,1
149-ST01,Ammodytes sp.,0,0
149-ST01,Anarrhichthys ocellatus,0,0
149-ST01,Anoplarchus purpurescens,756,1
149-ST01,Anoplopoma fimbria,0,0
149-ST01,Apodichthys flavidus,0,0
149-ST01,Artedius fenestralis,0,0
149-ST01,Artedius harringtoni,0,0
149-ST01,Artedius lateralis,0,0
149-ST01,Ascelichthys rhodorus,0,0
149-ST01,Aulorhynchus flavidus,0,0
149-ST01,Bathylagus pacificus,0,0
149-ST01,Blepsias cirrhosus,0,0
149-ST01,Brachyistius frenatus,1730,1
149-ST01,Chauliodus macouni,0,0
149-ST01,Chitonotus pugetensis,0,0
149-ST01,Citharichthys sordidus,0,0
149-ST01,Citharichthys stigmaeus,1793,1
149-ST01,Clinocottus embryum,0,0
149-ST01,Clinocottus globiceps,0,0
149-ST01,Clupea pallasii,36106,1
149-ST01,Coryphaenoides filifer,0,0
149-ST01,Cottus asper,0,0
149-ST01,Cottus cognatus,344,1
149-ST01,Cottus sp.,0,0
149-ST01,Cymatogaster aggregata,9763,1
149-ST01,Embiotoca lateralis,0,0
149-ST01,Engraulis mordax,0,0
149-ST01,Enophrys bison,0,0
149-ST01,Gadus chalcogrammus,0,0
149-ST01,Gadus macrocephalus,0,0
149-ST01,Gasterosteus aculeatus,3837,1
149-ST01,Gibbonsia montereyensis,0,0
149-ST01,Glyptocephalus zachirus,0,0
149-ST01,Gobiesox maeandricus,0,0
149-ST01,Hemilepidotus hemilepidotus,0,0
149-ST01,Hemilepidotus spinosus,0,0
149-ST01,Hexagrammos decagrammus,2595,1
149-ST01,Hexagrammos sp.,0,0
149-ST01,Hippoglossus stenolepis,0,0
149-ST01,Hydrolagus colliei,0,0
149-ST01,Icelinus borealis,0,0
149-ST01,Icosteus aenigmaticus,0,0
149-ST01,Jordania zonope,0,0
149-ST01,Lepidogobius lepidus,0,0
149-ST01,Lepidopsetta bilineata,0,0
149-ST01,Leptocottus armatus,0,0
149-ST01,Liparis florae,0,0
149-ST01,Liparis mucosus,0,0
149-ST01,Liparis pulchellus,0,0
149-ST01,Lipolagus ochotensis,0,0
149-ST01,Lumpenus sagitta,0,0
149-ST01,Lumpenus sp.,0,0
149-ST01,Merluccius productus,0,0
149-ST01,Microstomus pacificus,0,0
149-ST01,Myoxocephalus jaok,0,0
149-ST01,Nannobrachium regale,0,0
149-ST01,Nannobrachium ritteri,0,0
149-ST01,Nautichthys oculofasciatus,0,0
149-ST01,Odontopyxis trispinosa,2259,1
149-ST01,Oligocottus maculosus,167,1
149-ST01,Oligocottus snyderi,0,0
149-ST01,Oncorhynchus clarkii lewisi,0,0
149-ST01,Oncorhynchus gorbuscha,0,0
149-ST01,Oncorhynchus keta,0,0
149-ST01,Oncorhynchus kisutch,1777,1
149-ST01,Oncorhynchus mykiss,0,0
149-ST01,Oncorhynchus nerka,0,0
149-ST01,Oncorhynchus tshawytscha,0,0
149-ST01,Ophiodon elongatus,0,0
149-ST01,Parophrys vetulus,0,0
149-ST01,Phanerodon vacca,0,0
149-ST01,Pholis gunnellus,0,0
149-ST01,Pholis laeta,449,1
149-ST01,Pholis ornata,0,0
149-ST01,Phytichthys chirus,0,0
149-ST01,Platichthys stellatus,0,0
149-ST01,Pleuronichthys coenosus,0,0
149-ST01,Poromitra cristiceps,0,0
149-ST01,Prosopium williamsoni,0,0
149-ST01,Rhinogobiops nicholsii,0,0
149-ST01,Rimicola muscarum,0,0
149-ST01,Salmo salar,0,0
149-ST01,Salvelinus malma,0,0
149-ST01,Sardinops sp.,0,0
149-ST01,Scorpaenichthys marmoratus,0,0
149-ST01,Sebastes sp.,404,1
149-ST01,Stenobrachius leucopsarus,1031,1
149-ST01,Stenobrachius nannochir,0,0
149-ST01,Synchirus gilli,0,0
149-ST01,Syngnathus leptorhynchus,0,0
149-ST01,Thaleichthys pacificus,163,1
149-ST01,Trichodon trichodon,0,0
149-ST01,Xiphister atropurpureus,0,0
149-ST01,no identification,0,0
16-SE01,Agonomalus mozinoi,0,0
16-SE01,Albatrossia pectoralis,0,0
16-SE01,Ammodytes personatus,11900,1
16-SE01,Ammodytes sp.,0,0
16-SE01,Anarrhichthys ocellatus,0,0
16-SE01,Anoplarchus purpurescens,6202,1
16-SE01,Anoplopoma fimbria,5139,1
16-SE01,Apodichthys flavidus,0,0
16-SE01,Artedius fenestralis,0,0
16-SE01,Artedius harringtoni,0,0
16-SE01,Artedius lateralis,0,0
16-SE01,Ascelichthys rhodorus,0,0
16-SE01,Aulorhynchus flavidus,0,0
16-SE01,Bathylagus pacificus,0,0
16-SE01,Blepsias cirrhosus,0,0
16-SE01,Brachyistius frenatus,0,0
16-SE01,Chauliodus macouni,0,0
16-SE01,Chitonotus pugetensis,0,0
16-SE01,Citharichthys sordidus,286,1
16-SE01,Citharichthys stigmaeus,0,0
16-SE01,Clinocottus embryum,0,0
16-SE01,Clinocottus globiceps,0,0
16-SE01,Clupea pallasii,33525,1
16-SE01,Coryphaenoides filifer,0,0
16-SE01,Cottus asper,0,0
16-SE01,Cottus cognatus,0,0
16-SE01,Cottus sp.,0,0
16-SE01,Cymatogaster aggregata,19862,1
16-SE01,Embiotoca lateralis,0,0
16-SE01,Engraulis mordax,0,0
16-SE01,Enophrys bison,0,0
16-SE01,Gadus chalcogrammus,0,0
16-SE01,Gadus macrocephalus,0,0
16-SE01,Gasterosteus aculeatus,4140,1
16-SE01,Gibbonsia montereyensis,0,0
16-SE01,Glyptocephalus zachirus,0,0
16-SE01,Gobiesox maeandricus,0,0
16-SE01,Hemilepidotus hemilepidotus,0,0
16-SE01,Hemilepidotus spinosus,0,0
16-SE01,Hexagrammos decagrammus,0,0
16-SE01,Hexagrammos sp.,0,0
16-SE01,Hippoglossus stenolepis,0,0
16-SE01,Hydrolagus colliei,0,0
16-SE01,Icelinus borealis,0,0
16-SE01,Icosteus aenigmaticus,0,0
16-SE01,Jordania zonope,0,0
16-SE01,Lepidogobius lepidus,0,0
16-SE01,Lepidopsetta bilineata,0,0
16-SE01,Leptocottus armatus,12082,1
16-SE01,Liparis florae,0,0
16-SE01,Liparis mucosus,0,0
16-SE01,Liparis pulchellus,0,0
16-SE01,Lipolagus ochotensis,0,0
16-SE01,Lumpenus sagitta,0,0
16-SE01,Lumpenus sp.,0,0
16-SE01,Merluccius productus,0,0
16-SE01,Microstomus pacificus,0,0
16-SE01,Myoxocephalus jaok,0,0
16-SE01,Nannobrachium regale,0,0
16-SE01,Nannobrachium ritteri,0,0
16-SE01,Nautichthys oculofasciatus,0,0
16-SE01,Odontopyxis trispinosa,0,0
16-SE01,Oligocottus maculosus,0,0
16-SE01,Oligocottus snyderi,0,0
16-SE01,Oncorhynchus clarkii lewisi,0,0
16-SE01,Oncorhynchus gorbuscha,0,0
16-SE01,Oncorhynchus keta,0,0
16-SE01,Oncorhynchus kisutch,0,0
16-SE01,Oncorhynchus mykiss,0,0
16-SE01,Oncorhynchus nerka,0,0
16-SE01,Oncorhynchus tshawytscha,1671,1
16-SE01,Ophiodon elongatus,0,0
16-SE01,Parophrys vetulus,0,0
16-SE01,Phanerodon vacca,0,0
16-SE01,Pholis gunnellus,0,0
16-SE01,Pholis laeta,0,0
16-SE01,Pholis ornata,0,0
16-SE01,Phytichthys chirus,0,0
16-SE01,Platichthys stellatus,0,0
16-SE01,Pleuronichthys coenosus,0,0
16-SE01,Poromitra cristiceps,0,0
16-SE01,Prosopium williamsoni,0,0
16-SE01,Rhinogobiops nicholsii,0,0
16-SE01,Rimicola muscarum,0,0
16-SE01,Salmo salar,0,0
16-SE01,Salvelinus malma,0,0
16-SE01,Sardinops sp.,0,0
16-SE01,Scorpaenichthys marmoratus,0,0
16-SE01,Sebastes sp.,7762,1
16-SE01,Stenobrachius leucopsarus,0,0
16-SE01,Stenobrachius nannochir,0,0
16-SE01,Synchirus gilli,0,0
16-SE01,Syngnathus leptorhynchus,0,0
16-SE01,Thaleichthys pacificus,0,0
16-SE01,Trichodon trichodon,0,0
16-SE01,Xiphister atropurpureus,0,0
16-SE01,no identification,0,0
215-UN13-06,Agonomalus mozinoi,0,0
215-UN13-06,Albatrossia pectoralis,0,0
215-UN13-06,Ammodytes personatus,1730,1
215-UN13-06,Ammodytes sp.,0,0
215-UN13-06,Anarrhichthys ocellatus,0,0
215-UN13-06,Anoplarchus purpurescens,0,0
215-UN13-06,Anoplopoma fimbria,0,0
215-UN13-06,Apodichthys flavidus,1722,1
215-UN13-06,Artedius fenestralis,0,0
215-UN13-06,Artedius harringtoni,0,0
215-UN13-06,Artedius lateralis,0,0
215-UN13-06,Ascelichthys rhodorus,0,0
215-UN13-06,Aulorhynchus flavidus,0,0
215-UN13-06,Bathylagus pacificus,0,0
215-UN13-06,Blepsias cirrhosus,0,0
215-UN13-06,Brachyistius frenatus,0,0
215-UN13-06,Chauliodus macouni,0,0
215-UN13-06,Chitonotus pugetensis,0,0
215-UN13-06,Citharichthys sordidus,0,0
215-UN13-06,Citharichthys stigmaeus,0,0
215-UN13-06,Clinocottus embryum,0,0
215-UN13-06,Clinocottus globiceps,0,0
215-UN13-06,Clupea pallasii,29481,1
215-UN13-06,Coryphaenoides filifer,0,0
215-UN13-06,Cottus asper,2619,1
215-UN13-06,Cottus cognatus,0,0
215-UN13-06,Cottus sp.,0,0
215-UN13-06,Cymatogaster aggregata,11913,1
215-UN13-06,Embiotoca lateralis,88,1
215-UN13-06,Engraulis mordax,0,0
215-UN13-06,Enophrys bison,0,0
215-UN13-06,Gadus chalcogrammus,0,0
215-UN13-06,Gadus macrocephalus,0,0
215-UN13-06,Gasterosteus aculeatus,625,1
215-UN13-06,Gibbonsia montereyensis,0,0
215-UN13-06,Glyptocephalus zachirus,0,0
215-UN13-06,Gobiesox maeandricus,0,0
215-UN13-06,Hemilepidotus hemilepidotus,0,0
215-UN13-06,Hemilepidotus spinosus,197,1
215-UN13-06,Hexagrammos decagrammus,0,0
215-UN13-06,Hexagrammos sp.,9679,1
215-UN13-06,Hippoglossus stenolepis,0,0
215-UN13-06,Hydrolagus colliei,0,0
215-UN13-06,Icelinus borealis,0,0
215-UN13-06,Icosteus aenigmaticus,0,0
215-UN13-06,Jordania zonope,0,0
215-UN13-06,Lepidogobius lepidus,0,0
215-UN13-06,Lepidopsetta bilineata,4068,1
215-UN13-06,Leptocottus armatus,24561,1
215-UN13-06,Liparis florae,0,0
215-UN13-06,Liparis mucosus,0,0
215-UN13-06,Liparis pulchellus,0,0
215-UN13-06,Lipolagus ochotensis,0,0
215-UN13-06,Lumpenus sagitta,0,0
215-UN13-06,Lumpenus sp.,0,0
215-UN13-06,Merluccius productus,2543,1
215-UN13-06,Microstomus pacificus,0,0
215-UN13-06,Myoxocephalus jaok,0,0
215-UN13-06,Nannobrachium regale,0,0
215-UN13-06,Nannobrachium ritteri,0,0
215-UN13-06,Nautichthys oculofasciatus,0,0
215-UN13-06,Odontopyxis trispinosa,0,0
215-UN13-06,Oligocottus maculosus,2867,1
215-UN13-06,Oligocottus snyderi,0,0
215-UN13-06,Oncorhynchus clarkii lewisi,0,0
215-UN13-06,Oncorhynchus gorbuscha,0,0
215-UN13-06,Oncorhynchus keta,0,0
215-UN13-06,Oncorhynchus kisutch,3666,1
215-UN13-06,Oncorhynchus mykiss,0,0
215-UN13-06,Oncorhynchus nerka,0,0
215-UN13-06,Oncorhynchus tshawytscha,0,0
215-UN13-06,Ophiodon elongatus,0,0
215-UN13-06,Parophrys vetulus,0,0
215-UN13-06,Phanerodon vacca,0,0
215-UN13-06,Pholis gunnellus,0,0
215-UN13-06,Pholis laeta,0,0
215-UN13-06,Pholis ornata,0,0
215-UN13-06,Phytichthys chirus,0,0
215-UN13-06,Platichthys stellatus,0,0
215-UN13-06,Pleuronichthys coenosus,0,0
215-UN13-06,Poromitra cristiceps,0,0
215-UN13-06,Prosopium williamsoni,0,0
215-UN13-06,Rhinogobiops nicholsii,0,0
215-UN13-06,Rimicola muscarum,0,0
215-UN13-06,Salmo salar,0,0
215-UN13-06,Salvelinus malma,0,0
215-UN13-06,Sardinops sp.,0,0
215-UN13-06,Scorpaenichthys marmoratus,0,0
215-UN13-06,Sebastes sp.,6410,1
215-UN13-06,Stenobrachius leucopsarus,8853,1
215-UN13-06,Stenobrachius nannochir,0,0
215-UN13-06,Synchirus gilli,0,0
215-UN13-06,Syngnathus leptorhynchus,0,0
215-UN13-06,Thaleichthys pacificus,0,0
215-UN13-06,Trichodon trichodon,0,0
215-UN13-06,Xiphister atropurpureus,0,0
215-UN13-06,no identification,0,0
225-UN13-06,Agonomalus mozinoi,0,0
225-UN13-06,Albatrossia pectoralis,0,0
225-UN13-06,Ammodytes personatus,4780,1
225-UN13-06,Ammodytes sp.,0,0
225-UN13-06,Anarrhichthys ocellatus,0,0
225-UN13-06,Anoplarchus purpurescens,4505,1
225-UN13-06,Anoplopoma fimbria,0,0
225-UN13-06,Apodichthys flavidus,0,0
225-UN13-06,Artedius fenestralis,0,0
225-UN13-06,Artedius harringtoni,0,0
225-UN13-06,Artedius lateralis,0,0
225-UN13-06,Ascelichthys rhodorus,0,0
225-UN13-06,Aulorhynchus flavidus,0,0
225-UN13-06,Bathylagus pacificus,0,0
225-UN13-06,Blepsias cirrhosus,0,0
225-UN13-06,Brachyistius frenatus,0,0
225-UN13-06,Chauliodus macouni,0,0
225-UN13-06,Chitonotus pugetensis,0,0
225-UN13-06,Citharichthys sordidus,0,0
225-UN13-06,Citharichthys stigmaeus,0,0
225-UN13-06,Clinocottus embryum,0,0
225-UN13-06,Clinocottus globiceps,0,0
225-UN13-06,Clupea pallasii,26386,1
